institution,codigo,name,classification,type,departamento,provincia,distrito,ubigeo,address,codigo_DISA,red,microred,category,phone,opening_hours,longitude,latitude
Gobierno Regional,4367,El Espinal,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Oyotun,140110,Calle Calle El Espinal S/N Numero S/N Distrito Oyotun Provincia Chiclayo Departamento Lambayeque ,19,1,12,I-2,949802858,7:30 - 13.30,-79.20183126,-6.81727331
Essalud,16699,Centro de Atencion Primaria Ii Patapo,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Patapo,140117,Calle El Cinto  S/N,19,0,0,I-3,074-428354 / 074-428370,7:30 - 19:30      12,-79.6390047,-6.7376414
Gobierno Regional,4336,Posope Alto,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Patapo,140117,Calle Jose Domingo Atoche S/N.,19,1,4,I-3,074-428107 / 074-428356,24 HORAS,-79.63608,-6.73394
Gobierno Regional,4337,Pampa la Victoria,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Patapo,140117,Calle Tupac  Amaru S/N,19,1,4,I-2,944460145,7:30 - 13:30,-79.54226667,-6.73977167
Gobierno Regional,6954,Capote,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Picsi,140111,Calle Santa Veronica S/N (CPM Capote),19,1,6,I-2,074-835037,7.30 - 13.30,-79.81333167,-6.71350333
Gobierno Regional,4439,Picsi,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Picsi,140111,Calle San Martin N° 181,19,1,6,I-3,074-269188 / 074-434455 / 074-457729,7.30 - 19.30,-79.770925,-6.71801167
Gobierno Regional,4338,Pimentel,Centros de salud con camas de internamiento,Establecimiento de salud con internamiento,Lambayeque,Chiclayo,Pimentel,140112,Avenida Juan Velasco Alvarado N° 109,19,1,11,I-4,074 - 508510,24 HORAS,-79.93153904,-6.83332974
Gobierno Regional,7306,Las Flores de la Pradera,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Pimentel,140112,Caserio del Mismo Nombre Caserio del Mismo Nombre Chiclayo Chiclayo Lambayeque ,19,1,11,I-2,074-202774,7:30 - 13:30,-79.88670793,-6.77867756
Essalud,11020,Hospital Ii Luis Heysen Inchaustegui,Hospitales o clinicas de atencion especializada,Establecimiento de salud con internamiento,Lambayeque,Chiclayo,Pimentel,140112,Km. 3.5 Carretera Chiclayo-Pimentel,19,0,0,II-1,074-208035,24 HORAS,-79.879685,-6.78766167
Gobierno Regional,4339,San Luis,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Pomalca,140118,Caserio San Luis,19,1,7,I-1,979604919,7:30   -   13:30,-79.81539833,-6.82585667
Gobierno Regional,4340,San Antonio (POMALCA),Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Pomalca,140118,Centro Poblado San Antonio,19,1,7,I-2,074-416639,7.30 - 13.30,-79.776975,-6.77797833
Gobierno Regional,7107,Pomalca,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Pomalca,140118,Calle Calle Elvira Garcia Garcia S/N Numero S/N Distrito Pomalca Provincia Chiclayo Departamento Lambayeque ,19,1,7,I-2,950016394,7:30    -     19:30,-79.77493167,-6.76974667
Gobierno Regional,6997,Pucala,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Pucala,140119,Av.Santa Rosa S/N - Pucala,19,1,4,I-3,074-694084,7:30    -     13:30,-79.60789167,-6.779125
Gobierno Regional,4344,Las Delicias - Juan Aita Valle,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Reque,140113,Mz. E  Lote 11,19,1,9,I-1,#981827831,7:30 - 13:30,-79.82120667,-6.88258667
Gobierno Regional,4342,Reque,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Reque,140113,Av.Mariscal Castilla N° 605,19,1,9,I-3,074-451618 / 074-451064,24 HORAS,-79.81689167,-6.86514333
Gobierno Regional,4343,Montegrande,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Reque,140113,Caserio Montegrande,19,1,9,I-1,995965477,7:30   -    13:30,-79.79177,-6.839357
Gobierno Regional,17874,Saltur,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Saña,140115,Avenida Pomalca S/N - Centro Poblado Menor Saltur,19,1,8,I-2,#988532566,7:30 - 13:30,-79.63868667,-6.81218167
Gobierno Regional,4341,Sipan,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Saña,140115,Av.Rosa Merino S/N Anexo Sipan,19,1,8,I-2,# 975168911,7:30  -  13:30,-79.60331333,-6.81345833
Gobierno Regional,4356,Za�A,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Saña,140115,Jirón Patria N° 280 Distrito Saña Provincia Chiclayo Departamento Lambayeque ,19,1,8,I-3,074-431138,07:30 - 19.30 HORAS,-79.586035,-6.92203667
Gobierno Regional,4369,Virgen de Las Mercedes la Otra Banda,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Saña,140115,Anexo Cayalti,19,1,8,I-1,979152994,7:30  -  13:30,-79.58059667,-6.94148333
Gobierno Regional,4357,Collique,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Saña,140115,Otros Caserio Collique Distrito Saña Provincia Chiclayo Departamento Lambayeque ,19,1,8,I-2,948156887,7.30 - 13.30,-79.56156833,-6.82623
Gobierno Regional,4355,Santa Rosa,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Santa rosa,140114,Calle Calle 7 de Junio 535 Distrito Santa Rosa Provincia Chiclayo Departamento Lambayeque ,19,1,10,I-3,96684243,7.30 - 19.30,-79.91967167,-6.880855
Privado,7322,Referencial Docente Tum�N,Hospitales o clinicas de atencion general,Establecimiento de salud con internamiento,Lambayeque,Chiclayo,Tuman,140120,Block 10 S/N Tuman,19,0,0,II-1,074417106 / 074-417417,24 HORAS,-79.70549219,-6.74969922
Gobierno Regional,6723,Tuman,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Chiclayo,Tuman,140120,Otros Block 3   N° 309 - Tuman Distrito Tuman Provincia Chiclayo Departamento Lambayeque ,19,1,4,I-2,074-9417653,7:30   -   19.30,-79.70400167,-6.743475
Gobierno Regional,7021,Hierba Buena,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Ferreñafe,Cañaris,140202,Otros Cas.Hierba Buena Distrito Cañaris Provincia Ferreñafe Departamento Lambayeque ,19,3,11,I-2,968825793,07:30 - 13:30,-79.51994016,-5.98692885
Gobierno Regional,4403,Chi�Ama,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Ferreñafe,Cañaris,140202,Otros Centro Poblado Menor Chi�Ama Distrito Cañaris Provincia Ferreñafe Departamento Lambayeque ,19,3,11,I-2,970246661,7:00  -  13:30,-79.46624033,-6.08204018
Gobierno Regional,4401,La Succha,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Ferreñafe,Cañaris,140202,Carretera Caserio la Succha/Km 26 Carretera Jaen Distrito Cañaris Provincia Ferreñafe Departamento Lambayeque ,19,3,11,I-2,#943059159,7:30 - 13:30,-79.40031,-6.00246
Gobierno Regional,7020,Huayabamba,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Ferreñafe,Cañaris,140202,Otros Caserio Huayabamba Distrito Cañaris Provincia Ferreñafe Departamento Lambayeque ,19,3,11,I-2,966622231,07:30 - 13:30,-79.39951337,-6.05444362
Gobierno Regional,4402,Quirichima,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Ferreñafe,Cañaris,140202,Otros Caserio de Quirichima Distrito Cañaris Provincia Ferreñafe Departamento Lambayeque ,19,3,11,I-2,074-636694,7:30 - 13.30,-79.33406,-6.03275
Gobierno Regional,7318,Mamagpampa,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Ferreñafe,Cañaris,140202,Otros Caserio de Magmapampa Distrito Cañaris Provincia Ferreñafe Departamento Lambayeque ,19,3,11,I-2,947668870,7.30 - 13.30,-79.30464207,-6.08135717
Gobierno Regional,4397,Ka�Aris,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Ferreñafe,Cañaris,140202,Otros Caserio Ka�Aris Distrito Cañaris Provincia Ferreñafe Departamento Lambayeque ,19,3,11,I-3,920117757,07:30  -   19.30,-79.26527205,-6.04664185
Gobierno Regional,4400,Chilasque,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Ferreñafe,Cañaris,140202,Otros Caserio Chilasque Distrito Cañaris Provincia Ferreñafe Departamento Lambayeque ,19,3,11,I-2,987257035,07:30    -     19:30,-79.20339804,-6.02414973
Gobierno Regional,4398,Pandachi,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Ferreñafe,Cañaris,140202,Otros Caserio Pandachi Distrito Cañaris Provincia Ferreñafe Departamento Lambayeque ,19,3,11,I-2,074-824044,07:30   -    13:30,-79.19488454,-6.08020676
Gobierno Regional,4399,Huacapampa,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Ferreñafe,Cañaris,140202,Otros C.P.M. Huacapampa Distrito Cañaris Provincia Ferreñafe Departamento Lambayeque ,19,3,11,I-2,969688504,07.30    -    13.30,-79.17893777,-6.10187925
Gobierno Regional,4440,Hospital Referencial Ferreñafe,Hospitales o clinicas de atencion especializada,Establecimiento de salud con internamiento,Lambayeque,Ferreñafe,Ferreñafe,140201,Avenida Augusto B. Leguia N° 600,19,2,1,II-1,074-286533,24 HORAS,-79.78884283,-6.6424109
Gobierno Regional,4441,Señor de la Justicia,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Ferreñafe,Ferreñafe,140201,Avenida Victor Muro N° 964 Distrito Ferreñafe Provincia Ferreñafe Departamento Lambayeque ,19,2,1,I-2,316377,7.30 - 13.30,-79.78662993,-6.6330924
Gobierno Regional,4442,Puchaca,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Ferreñafe,Incahuasi,140203,Otros Caserio Puchaca Distrito Incahuasi Provincia Ferreñafe Departamento Lambayeque ,19,2,3,I-2,979069309,07:30 - 13:30,-79.48698,-6.37797
Gobierno Regional,4455,Inkawasi,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Ferreñafe,Incahuasi,140203,Calle Calle los Eucaliptos S/N Numero S/N Distrito Incahuasi Provincia Ferreñafe Departamento Lambayeque ,19,2,3,I-3,986779264,07:30 - 19:30,-79.31693995,-6.23609338
Gobierno Regional,4443,Mesones Muro,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Ferreñafe,Manuel antonio mesones muro,140204,Avenida Av.Victor Raul Haya de la Torre S/N Numero S/N Distrito Manuel Antonio Mesones Muro Provincia Ferreñafe Departamento Lambayeque ,19,2,1,I-3,074-692134,7.30 - 19.30,-79.73878664,-6.64546638
Gobierno Regional,4448,Cachinche,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Ferreñafe,Pitipo,140205,Otros Caserio de Cachinche S/N Numero S/N Distrito Pitipo Provincia Ferreñafe Departamento Lambayeque ,19,2,2,I-1,979388019,7.30 - 13.30 HORAS,-79.80764963,-6.52260196
Gobierno Regional,4450,Sime,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Ferreñafe,Pitipo,140205,Otros Caserio Sime Distrito Pitipo Provincia Ferreñafe Departamento Lambayeque ,19,2,2,I-1,986306096,7.30 - 13.30,-79.79792788,-6.53761349
Gobierno Regional,4444,Pitipo,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Ferreñafe,Pitipo,140205,Calle Calle Miguel Grau N° 200 Distrito Pitipo Provincia Ferreñafe Departamento Lambayeque ,19,2,2,I-3,966174764,7.30 - 19.30,-79.7807221,-6.56545332
Gobierno Regional,7022,La Zaranda,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Ferreñafe,Pitipo,140205,Otros Mz.G  Lote 1 - la Zaranda Distrito Pitipo Provincia Ferreñafe Departamento Lambayeque ,19,2,2,I-2,939117954,7.30  -  13.30,-79.73277164,-6.4866794
Gobierno Regional,7317,Santa Clara,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Ferreñafe,Pitipo,140205,Otros Comunidad Santa Clara Distrito Pitipo Provincia Ferreñafe Departamento Lambayeque ,19,2,2,I-2,#956849475,7.30 - 13.30,-79.71025152,-6.45593962
Gobierno Regional,4449,Pativilca,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Ferreñafe,Pitipo,140205,Otros Caserio Pativilca S/N Numero S/N Distrito Pitipo Provincia Ferreñafe Departamento Lambayeque ,19,2,2,I-2,9644446070,7.30  -  13.30,-79.66555322,-6.45682554
Gobierno Regional,4451,Batangrande,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Ferreñafe,Pitipo,140205,Otros Centro Poblado  Batangrande Distrito Pitipo Provincia Ferreñafe Departamento Lambayeque ,19,2,2,I-2,965946238,7:30  -   19:30,-79.65195647,-6.48316099
Gobierno Regional,4447,Motupillo,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Ferreñafe,Pitipo,140205,Otros Caserio Motupillo Distrito Pitipo Provincia Ferreñafe Departamento Lambayeque ,19,2,2,I-2,TLF:074-782626,7.30 - 13.30,-79.60570271,-6.44341809
Gobierno Regional,4453,Las Lomas,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Ferreñafe,Pueblo nuevo,140206,Otros Caserio Las Lomas Distrito Pueblo Nuevo Provincia Ferreñafe Departamento Lambayeque ,19,2,1,I-1,958464604,7.30 - 13.30,-79.84275547,-6.5961369
Gobierno Regional,4452,C.S.Pueblo Nuevo,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Ferreñafe,Pueblo nuevo,140206,Calle Calle Arenas S/N Numero S/N Distrito Pueblo Nuevo Provincia Ferreñafe Departamento Lambayeque ,19,2,1,I-3,074-286533,7.30 - 19.30,-79.79539264,-6.64023536
Gobierno Regional,4396,Chochope,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Lambayeque,Chochope,140302,Calle Calle Universidad la Catolica S/N Numero S/N Distrito Chochope Provincia Lambayeque Departamento Lambayeque ,19,3,9,I-2,074-979132985,7:30  -  13:30,-79.64727833,-6.15781333
Gobierno Regional,4378,San Pedro Sasape,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Lambayeque,Illimo,140303,Otros Campi�A San Pedro Sasape Distrito Illimo Provincia Lambayeque Departamento Lambayeque ,19,3,5,I-2,074-319215,7:30   -    13:30,-79.88352,-6.45995833
Gobierno Regional,4377,Chirimoyo,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Lambayeque,Illimo,140303,Otros Sector Chirimoyo Bajo S/N Numero S/N Distrito Illimo Provincia Lambayeque Departamento Lambayeque ,19,3,5,I-2,074 -773430,7.30  - 13.30,-79.87862667,-6.47903
Gobierno Regional,4376,Illimo,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Lambayeque,Illimo,140303,Calle Balta S/N S/N Calle Balta S/N Illimo Lambayeque Lambayeque ,19,3,5,I-3,074-319215,7:30 - 19:30,-79.85386833,-6.47544667
Gobierno Regional,4371,Jayanca,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Lambayeque,Jayanca,140304,Avenida Diego Ferre N° 1248 Distrito Jayanca Provincia Lambayeque Departamento Lambayeque ,19,3,7,I-3,979137018,24 HORAS,-79.8188,-6.38506667
Gobierno Regional,4379,La Vi�A (JAYANCA),Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Lambayeque,Jayanca,140304,Otros Caserio la Viña-Jayanca Distrito Jayanca Provincia Lambayeque Departamento Lambayeque ,19,3,7,I-2,074-695868,7:30   -    13:30,-79.76560333,-6.372805
Gobierno Regional,4375,Muyfinca-Punto 09,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Lambayeque,Lambayeque,140301,Otros C.P Muy Finca Punto 9 Distrito Lambayeque Provincia Lambayeque Departamento Lambayeque ,19,3,1,I-1,#966534051,7:30   -    13:30,-79.91956345,-6.64515609
Gobierno Regional,4372,San Martin,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Lambayeque,Lambayeque,140301,Calle San Antonio N° 299,19,3,1,I-3,074-281477,7:30    -     19:30,-79.91441167,-6.70073667
Gobierno Regional,4373,Toribia Castro,Centros de salud con camas de internamiento,Establecimiento de salud con internamiento,Lambayeque,Lambayeque,Lambayeque,140301,Calle Andrres Avelino Caceres 489,19,3,1,I-4,074-281583,24 HORAS,-79.90944934,-6.69581039
Gobierno Regional,4370,Hospital Provincial Docente Belen-Lambayeque,Hospitales o clinicas de atencion general,Establecimiento de salud con internamiento,Lambayeque,Lambayeque,Lambayeque,140301,Avenida Ramon Castilla  N° 597,19,0,0,II-1,074-285080  /   074-282023,24 HORAS,-79.90252333,-6.70239167
Gobierno Regional,4374,Sialupe Huamantanga,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Lambayeque,Lambayeque,140301,Otros Cas.Sialupe Huamantanga/Sector los Mestas Distrito Lambayeque Provincia Lambayeque Departamento Lambayeque ,19,3,1,I-1,945056156,7:30   -     13:30,-79.86521667,-6.626905
Gobierno Regional,4383,Paredones Muy Finca,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Lambayeque,Mochumi,140305,Otros Caserio San Antonio Distrito Mochumi Provincia Lambayeque Departamento Lambayeque ,19,3,2,I-1,985892411,7:30   -     13:30,-79.94607088,-6.5797418
Gobierno Regional,4381,Maravillas,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Lambayeque,Mochumi,140305,Otros Caserio Maravillas Distrito Mochumi Provincia Lambayeque Departamento Lambayeque ,19,3,2,I-1,978742107,7:30  -  13.30,-79.89565525,-6.53727474
Gobierno Regional,4382,Punto Cuatro,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Lambayeque,Lambayeque,Mochumi,140305,Otros Centro Poblado Punto Cuatro Distrito Mochumi Provincia Lambayeque Departamento Lambayeque ,19,3,2,I-2,942499091,7.30  -   13.30,-79.87627009,-6.59569656
Gobierno Regional,4380,Mochumi,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Lambayeque,Mochumi,140305,Calle Federico Villarreal S/N S/N Calle Federico Villarreal S/N Mochumi Lambayeque Lambayeque ,19,3,2,I-3,074-424430,7:30   -    19:30,-79.86395333,-6.54940333
Gobierno Regional,4420,Morrope,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Lambayeque,Lambayeque,Morrope,140306,Calle Santa Ana S/N S/N Calle Santa Ana S/N Morrope Lambayeque Lambayeque ,19,3,3,I-3,#978593396,24 HORAS,-80.01592967,-6.54098441
